mtCode,l1Label,l2Label,l3Label,l4Label,l5Label,l6Label,l7Label
3.30,Language policy,Language preservation,,,,,
3.30,Language policy,Linguistic unification,,,,,
3.30,Languages,Dead languages,,,,,
3.30,Languages,Disappearing languages,,,,,
3.30,Languages,Foreign languages,,,,,
3.30,Languages,Indigenous languages,,,,,
3.30,Languages,International languages,,,,,
3.30,Languages,International languages,Esperanto,,,,
3.30,Languages,International languages,International auxiliary lingua,,,,
3.30,Languages,Modern languages,,,,,
3.30,Languages,Mother tongue,,,,,
3.30,Languages,National languages,,,,,
3.30,Languages,Sign languages,,,,,
3.30,Languages,Spoken language,,,,,
3.30,Languages,Spoken language,Colloquial language,,,,
3.30,Languages,Spoken language,Colloquial language,Dialects,,,
3.30,Languages,Spoken language,Colloquial language,Dialects,Creoles,,
3.30,Languages,Uncommonly taught languages,,,,,
3.30,Languages,Unwritten languages,,,,,
3.30,Languages,Written language,,,,,
3.30,Lexicography,Terminology,,,,,
3.30,Lexicography,Terminology,Communication terminology,,,,
3.30,Lexicography,Terminology,Educational terminology,,,,
3.30,Lexicography,Terminology,Scientific terminology,,,,
3.30,Lexicography,Vocabularies,,,,,
3.30,Linguistics,Grammar,,,,,
3.30,Linguistics,Grammar,Morphology (linguistics),,,,
3.30,Linguistics,Grammar,Syntax,,,,
3.30,Linguistics,Linguistic research,,,,,
3.30,Linguistics,Linguistic research,Comparative linguistics,,,,
3.30,Linguistics,Linguistic research,Comparative linguistics,Etymology,,,
3.30,Linguistics,Linguistic research,Comparative linguistics,Language change,,,
3.30,Linguistics,Linguistic research,Deciphering,,,,
3.30,Linguistics,Phonetics,,,,,
3.30,Linguistics,Semantics,,,,,
3.30,Linguistics,Spelling,,,,,
3.30,Psycholinguistics,Language behaviour,,,,,
3.30,Psycholinguistics,Language behaviour,Speech habits,,,,
3.30,Psycholinguistics,Language development,,,,,
3.30,Semiology,Symbolic languages,,,,,
3.30,Semiology,Symbolic languages,Signs,,,,
3.30,Semiology,Symbolic languages,Symbols,,,,
3.30,Sociolinguistics,Ethnolinguistics,,,,,
3.30,Translation,Interpreting,,,,,
3.30,Translation,Translation services,,,,,
3.30,Translation,Translators,,,,,
3.30,Writing systems,Abbreviations,,,,,
3.30,Writing systems,Abbreviations,Acronyms,,,,
3.30,Writing systems,Alphabets,,,,,
3.30,Writing systems,Ancient scripts,,,,,
3.30,Writing systems,Braille,,,,,
3.30,Writing systems,Shorthand,,,,,
3.30,Writing systems,Transcription,,,,,
3.30,Writing systems,Transliteration,,,,,
3.35,African languages,Bambara,,,,,
3.35,African languages,Bantu languages,,,,,
3.35,African languages,Bantu languages,Kinyarwanda,,,,
3.35,African languages,Bantu languages,Lingala,,,,
3.35,African languages,Bantu languages,Luba-Kasai,,,,
3.35,African languages,Bantu languages,Luba-Katanga,,,,
3.35,African languages,Bantu languages,Swahili,,,,
3.35,African languages,Bantu languages,Tswana,,,,
3.35,African languages,Ewe,,,,,
3.35,African languages,Fulfulde,,,,,
3.35,African languages,Hamitic languages,,,,,
3.35,African languages,Hamitic languages,Berber,,,,
3.35,African languages,Hamitic languages,Somali,,,,
3.35,African languages,Hausa,,,,,
3.35,African languages,Sango,,,,,
3.35,African languages,Semitic languages,,,,,
3.35,African languages,Semitic languages,Amharic,,,,
3.35,African languages,Semitic languages,Arabic,,,,
3.35,African languages,Semitic languages,Hebrew,,,,
3.35,African languages,Semitic languages,Maltese,,,,
3.35,African languages,Semitic languages,Tigrinya,,,,
3.35,African languages,Wolof,,,,,
3.35,African languages,Yoruba,,,,,
3.35,Amerindian languages,Aymara,,,,,
3.35,Amerindian languages,Guarani,,,,,
3.35,Amerindian languages,Quechua,,,,,
3.35,Asian languages,Caucasian languages,,,,,
3.35,Asian languages,Caucasian languages,Basque,,,,
3.35,Asian languages,Caucasian languages,Georgian,,,,
3.35,Asian languages,Eurasian and North Asian languages,,,,,
3.35,Asian languages,Eurasian and North Asian languages,Altaic languages,,,,
3.35,Asian languages,Eurasian and North Asian languages,Altaic languages,Azerbaijani,,,
3.35,Asian languages,Eurasian and North Asian languages,Altaic languages,Kazakh,,,
3.35,Asian languages,Eurasian and North Asian languages,Altaic languages,Kirghiz,,,
3.35,Asian languages,Eurasian and North Asian languages,Altaic languages,Mongolian,,,
3.35,Asian languages,Eurasian and North Asian languages,Altaic languages,Tungusic languages,,,
3.35,Asian languages,Eurasian and North Asian languages,Altaic languages,Turkish,,,
3.35,Asian languages,Eurasian and North Asian languages,Altaic languages,Turkmen,,,
3.35,Asian languages,Eurasian and North Asian languages,Altaic languages,Uzbek,,,
3.35,Asian languages,Eurasian and North Asian languages,Eskimo languages,,,,
3.35,Asian languages,Eurasian and North Asian languages,Japanese,,,,
3.35,Asian languages,Eurasian and North Asian languages,Korean,,,,
3.35,Asian languages,Eurasian and North Asian languages,Uralic languages,,,,
3.35,Asian languages,Eurasian and North Asian languages,Uralic languages,Estonian,,,
3.35,Asian languages,Eurasian and North Asian languages,Uralic languages,Finnish,,,
3.35,Asian languages,Eurasian and North Asian languages,Uralic languages,Hungarian,,,
3.35,Asian languages,Eurasian and North Asian languages,Uralic languages,Lappic,,,
3.35,Asian languages,Eurasian and North Asian languages,Uralic languages,Samoyedic languages,,,
3.35,Asian languages,South and Southeast Asian languages,,,,,
3.35,Asian languages,South and Southeast Asian languages,Burmese,,,,
3.35,Asian languages,South and Southeast Asian languages,Chinese,,,,
3.35,Asian languages,South and Southeast Asian languages,Dravidian languages,,,,
3.35,Asian languages,South and Southeast Asian languages,Dravidian languages,Kannada,,,
3.35,Asian languages,South and Southeast Asian languages,Dravidian languages,Tamil,,,
3.35,Asian languages,South and Southeast Asian languages,Dravidian languages,Telegu,,,
3.35,Asian languages,South and Southeast Asian languages,Dzongkha,,,,
3.35,Asian languages,South and Southeast Asian languages,Khmer,,,,
3.35,Asian languages,South and Southeast Asian languages,Tai languages,,,,
3.35,Asian languages,South and Southeast Asian languages,Tai languages,Lao,,,
3.35,Asian languages,South and Southeast Asian languages,Tai languages,Thai,,,
3.35,Asian languages,South and Southeast Asian languages,Tibetan,,,,
3.35,Asian languages,South and Southeast Asian languages,Vietnamese,,,,
3.35,Austronesian and Oceanic languages,Malayo-Polynesian languages,,,,,
3.35,Austronesian and Oceanic languages,Malayo-Polynesian languages,Filipino,,,,
3.35,Austronesian and Oceanic languages,Malayo-Polynesian languages,Hawaiian,,,,
3.35,Austronesian and Oceanic languages,Malayo-Polynesian languages,Indonesian,,,,
3.35,Austronesian and Oceanic languages,Malayo-Polynesian languages,Javanese,,,,
3.35,Austronesian and Oceanic languages,Malayo-Polynesian languages,Malagasy,,,,
3.35,Austronesian and Oceanic languages,Malayo-Polynesian languages,Malay language,,,,
3.35,Austronesian and Oceanic languages,Malayo-Polynesian languages,Tahitian,,,,
3.35,Austronesian and Oceanic languages,Malayo-Polynesian languages,Tetum,,,,
3.35,Austronesian and Oceanic languages,Maori,,,,,
3.35,Austronesian and Oceanic languages,Melanesian,,,,,
3.35,Austronesian and Oceanic languages,Micronesian,,,,,
3.35,Austronesian and Oceanic languages,Papuan languages,,,,,
3.35,Austronesian and Oceanic languages,Tasmanian languages,,,,,
3.35,Indo-european languages,Albanian,,,,,
3.35,Indo-european languages,Armenian,,,,,
3.35,Indo-european languages,Baltic languages,,,,,
3.35,Indo-european languages,Baltic languages,Latvian,,,,
3.35,Indo-european languages,Baltic languages,Lithuanian,,,,
3.35,Indo-european languages,Celtic languages,,,,,
3.35,Indo-european languages,Celtic languages,Breton,,,,
3.35,Indo-european languages,Celtic languages,Gaelic,,,,
3.35,Indo-european languages,Celtic languages,Gaelic,Irish Gaelic,,,
3.35,Indo-european languages,Celtic languages,Welsh,,,,
3.35,Indo-european languages,Germanic languages,,,,,
3.35,Indo-european languages,Germanic languages,Afrikaans,,,,
3.35,Indo-european languages,Germanic languages,Danish,,,,
3.35,Indo-european languages,Germanic languages,Dutch,,,,
3.35,Indo-european languages,Germanic languages,English,,,,
3.35,Indo-european languages,Germanic languages,Faroese,,,,
3.35,Indo-european languages,Germanic languages,Flemish,,,,
3.35,Indo-european languages,Germanic languages,German,,,,
3.35,Indo-european languages,Germanic languages,Icelandic,,,,
3.35,Indo-european languages,Germanic languages,Norwegian,,,,
3.35,Indo-european languages,Germanic languages,Swedish,,,,
3.35,Indo-european languages,Germanic languages,Yiddish,,,,
3.35,Indo-european languages,Greek (classical),,,,,
3.35,Indo-european languages,Greek (modern),,,,,
3.35,Indo-european languages,Indic languages,,,,,
3.35,Indo-european languages,Indic languages,Awadhi,,,,
3.35,Indo-european languages,Indic languages,Bengali,,,,
3.35,Indo-european languages,Indic languages,Hindustani,,,,
3.35,Indo-european languages,Indic languages,Hindustani,Gujarati,,,
3.35,Indo-european languages,Indic languages,Hindustani,Hindi,,,
3.35,Indo-european languages,Indic languages,Hindustani,Urdu,,,
3.35,Indo-european languages,Indic languages,Maldivian,,,,
3.35,Indo-european languages,Indic languages,Marathi,,,,
3.35,Indo-european languages,Indic languages,Nepali,,,,
3.35,Indo-european languages,Indic languages,Oriya,,,,
3.35,Indo-european languages,Indic languages,Punjabi,,,,
3.35,Indo-european languages,Indic languages,Romany language,,,,
3.35,Indo-european languages,Indic languages,Sanskrit,,,,
3.35,Indo-european languages,Indic languages,Sindhi,,,,
3.35,Indo-european languages,Indic languages,Sinhala,,,,
3.35,Indo-european languages,Iranian languages,,,,,
3.35,Indo-european languages,Iranian languages,Dari,,,,
3.35,Indo-european languages,Iranian languages,Kurdish,,,,
3.35,Indo-european languages,Iranian languages,Pashto,,,,
3.35,Indo-european languages,Iranian languages,Persian,,,,
3.35,Indo-european languages,Iranian languages,Tajik,,,,
3.35,Indo-european languages,Latin,,,,,
3.35,Indo-european languages,Romance languages,,,,,
3.35,Indo-european languages,Romance languages,Catalan,,,,
3.35,Indo-european languages,Romance languages,French,,,,
3.35,Indo-european languages,Romance languages,Galician,,,,
3.35,Indo-european languages,Romance languages,Italian,,,,
3.35,Indo-european languages,Romance languages,Portuguese,,,,
3.35,Indo-european languages,Romance languages,Romanian,,,,
3.35,Indo-european languages,Romance languages,Spanish,,,,
3.35,Indo-european languages,Slavic languages,,,,,
3.35,Indo-european languages,Slavic languages,Bosnian,,,,
3.35,Indo-european languages,Slavic languages,Bulgarian,,,,
3.35,Indo-european languages,Slavic languages,Byelorussian,,,,
3.35,Indo-european languages,Slavic languages,Croatian,,,,
3.35,Indo-european languages,Slavic languages,Czech,,,,
3.35,Indo-european languages,Slavic languages,Macedonian,,,,
3.35,Indo-european languages,Slavic languages,Polish,,,,
3.35,Indo-european languages,Slavic languages,Russian,,,,
3.35,Indo-european languages,Slavic languages,Serbian,,,,
3.35,Indo-european languages,Slavic languages,Serbocroatian,,,,
3.35,Indo-european languages,Slavic languages,Slovak,,,,
3.35,Indo-european languages,Slavic languages,Slovene,,,,
3.35,Indo-european languages,Slavic languages,Ukrainian,,,,
3.40,Authors,Women authors,,,,,
3.40,Authors,Writers,,,,,
3.40,Authors,Writers,Playwrights,,,,
3.40,Authors,Writers,Poets,,,,
3.40,Literary forms and genres,Contemporary literature,,,,,
3.40,Literary forms and genres,Drama,,,,,
3.40,Literary forms and genres,Fiction,,,,,
3.40,Literary forms and genres,Fiction,Science fiction,,,,
3.40,Literary forms and genres,Folk literature,,,,,
3.40,Literary forms and genres,Folk literature,Legends,,,,
3.40,Literary forms and genres,Folk literature,Proverbs,,,,
3.40,Literary forms and genres,Humour (literary),,,,,
3.40,Literary forms and genres,Modern literature,,,,,
3.40,Literary forms and genres,Poetry,,,,,
3.40,Literary forms and genres,Poetry,Epic poetry,,,,
3.40,Literary forms and genres,Popular literature,,,,,
3.40,Literary forms and genres,Popular literature,Comics,,,,
3.40,Literary forms and genres,Prose,,,,,
3.40,Literary forms and genres,Prose,Biographies,,,,
3.40,Literary forms and genres,Prose,Essays,,,,
3.40,Literary forms and genres,Prose,Novels,,,,
3.40,Literary forms and genres,Prose,Short stories,,,,
3.40,Literary forms and genres,Speeches,,,,,
3.40,Literature,Literary analysis,,,,,
3.40,Literature,Literary criticism,,,,,
3.40,Literature,Literary criticism,Book reviews,,,,
3.40,Literature,Literary history,,,,,
3.40,Literature,Literary prizes,,,,,
3.40,Literature,Literary style,,,,,
3.40,Literature,Representative literary works,,,,,
3.40,National literatures,African literature,,,,,
3.40,National literatures,Arab literature,,,,,
3.40,National literatures,Asian literature,,,,,
3.40,National literatures,Caribbean literature,,,,,
3.40,National literatures,European literature,,,,,
3.40,National literatures,European literature,Scandinavian literature,,,,
3.40,National literatures,European literature,Slav literature,,,,
3.40,National literatures,Latin American literature,,,,,
3.40,National literatures,North American literature,,,,,
3.40,National literatures,Oceanic literature,,,,,
3.45,Art styles,Ancient art,,,,,
3.45,Art styles,Avant-garde art,,,,,
3.45,Art styles,Commercial art,,,,,
3.45,Art styles,Contemporary art,,,,,
3.45,Art styles,Contemporary art,Digital art,,,,
3.45,Art styles,Contemporary art,Industrial design,,,,
3.45,Art styles,Contemporary art,Pop art,,,,
3.45,Art styles,Folk art,,,,,
3.45,Art styles,Medieval art,,,,,
3.45,Art styles,Modern art,,,,,
3.45,Art styles,Prehistoric art,,,,,
3.45,Art styles,Primitive art,,,,,
3.45,Art styles,Religious art,,,,,
3.45,Art styles,Religious art,Icons,,,,
3.45,Art styles,Religious art,Islamic art,,,,
3.45,Art theory,Aesthetics,,,,,
3.45,Art theory,Art criticism,,,,,
3.45,Art theory,Art history,,,,,
3.45,Art theory,Artistic creation,,,,,
3.45,Art theory,Iconography,,,,,
3.45,Art theory,Sociology of art,,,,,
3.45,Artists,Architects,,,,,
3.45,Artists,Architects,Architect restorers,,,,
3.45,Artists,Film makers,,,,,
3.45,Artists,Painters,,,,,
3.45,Artists,Performers,,,,,
3.45,Artists,Performers,Actors,,,,
3.45,Artists,Performers,Dancers,,,,
3.45,Artists,Performers,Musicians,,,,
3.45,Artists,Performers,Musicians,Composers,,,
3.45,Artists,Sculptors,,,,,
3.45,Artists,Theatre directors,,,,,
3.45,Artists,Women artists,,,,,
3.45,Arts,Works of art,,,,,
3.45,Arts,Works of art,Antiquities,,,,
3.45,Arts,Works of art,Art imitations,,,,
3.45,National art,African art,,,,,
3.45,National art,Arab art,,,,,
3.45,National art,Asian art,,,,,
3.45,National art,Asian art,Chinese art,,,,
3.45,National art,Byzantine art,,,,,
3.45,National art,European art,,,,,
3.45,National art,European art,Slav art,,,,
3.45,National art,Latin American art,,,,,
3.45,National art,North American art,,,,,
3.45,National art,Oceanic art,,,,,
3.50,Architecture,Buildings,,,,,
3.50,Architecture,Monuments,,,,,
3.50,Architecture,Monuments,Funerary monuments,,,,
3.50,Architecture,Monuments,Historic monuments,,,,
3.50,Architecture,Palaces,,,,,
3.50,Architecture,Traditional architecture,,,,,
3.50,Decorative arts,Furniture,,,,,
3.50,Decorative arts,Interior architecture,,,,,
3.50,Fine arts,Painting,,,,,
3.50,Fine arts,Painting,Paintings,,,,
3.50,Fine arts,Painting,Paintings,Miniature paintings,,,
3.50,Fine arts,Painting,Paintings,Murals,,,
3.50,Fine arts,Painting,Paintings,Rock paintings,,,
3.50,Fine arts,Sculpture,,,,,
3.50,Graphic arts,Calligraphy,,,,,
3.50,Graphic arts,Drawing,,,,,
3.50,Graphic arts,Drawing,Technical drawing,,,,
3.50,Graphic arts,Illustration,,,,,
3.50,Handicrafts,Engraving,,,,,
3.50,Handicrafts,Jewelry,,,,,
3.50,Handicrafts,Mosaics,,,,,
3.50,Handicrafts,Textile arts,,,,,
3.50,Handicrafts,Textile arts,Carpets,,,,
3.50,Handicrafts,Textile arts,Tapestry,,,,
3.50,Photography,Aerial photography,,,,,
3.50,Photography,Holography,,,,,
3.50,Plastic arts,Art glass,,,,,
3.50,Plastic arts,Art glass,Stained glass,,,,
3.50,Plastic arts,Art metalwork,,,,,
3.50,Plastic arts,Ceramic art,,,,,
3.50,Plastic arts,Ceramic art,Pottery,,,,
3.50,Visual arts,,,,,,
3.55,Cinema,Cinema attendance,,,,,
3.55,Cinema,Film festivals,,,,,
3.55,Cinema,Film industry,,,,,
3.55,Cinema,Film making,,,,,
3.55,Cinema,Film making,Film scripts,,,,
3.55,Cinema,History of cinema,,,,,
3.55,Dance,Ballet,,,,,
3.55,Dance,Modern dance,,,,,
3.55,Dance,Traditional dance,,,,,
3.55,Films,Cartoons,,,,,
3.55,Films,Childrens films,,,,,
3.55,Films,Documentary films,,,,,
3.55,Films,Historical films,,,,,
3.55,Films,News films,,,,,
3.55,Films,Short films,,,,,
3.55,Films,Television films,,,,,
3.55,Music,Musical instruments,,,,,
3.55,Music,Musical performances,,,,,
3.55,Music,Musicology,,,,,
3.55,Music,Musicology,Musical forms,,,,
3.55,Music,Orchestras,,,,,
3.55,Music,Vocal music,,,,,
3.55,Music,Vocal music,National anthems,,,,
3.55,Musical styles,Classical music,,,,,
3.55,Musical styles,Concrete music,,,,,
3.55,Musical styles,Contemporary music,,,,,
3.55,Musical styles,Jazz,,,,,
3.55,Musical styles,Pop music,,,,,
3.55,Musical styles,Popular music,,,,,
3.55,Musical styles,Religious music,,,,,
3.55,Musical styles,Traditional music,,,,,
3.55,Performing arts,,,,,,
3.55,Theatre,Ancient theatre,,,,,
3.55,Theatre,Contemporary theatre,,,,,
3.55,Theatre,National theatre,,,,,
3.55,Theatre,Opera,,,,,
3.55,Theatre,Opera,Musical comedy,,,,
3.55,Theatre,Pantomime,,,,,
3.55,Theatre,Popular theatre,,,,,
3.55,Theatre,Puppets,,,,,
3.55,Theatre,Traditional theatre,,,,,
3.55,Theatre,Travelling theatre,,,,,
3.55,Theatre management,Theatrical companies,,,,,
3.55,Theatre management,Theatrical performances,,,,,
3.55,Theatre management,Theatrical production,,,,,
3.60,Exhibitions,Art collections,,,,,
